;;;;;;;;;;;;;;;;;;;;
PNAD Covid;;;;;;;;;;;;;;;;;;;;
Periodicidade da divulgação: Mensal;;;;;;;;;;;;;;;;;;;;
Nota:os indicadores de mercado de trabalho são para as pessoas de 14 anos ou mais de idade e tem como referência a semana anterior a entrevista;;;;;;;;;;;;;;;;;;;;
Nota 1: Inclusive pessoas de cor amarela ou indígena.;;;;;;;;;;;;;;;;;;;;
Indicador;Nível Territorial;Abertura Territorial;Variável de abertura 1;Categoria de abertura 1;Variável de abertura 2;Categoria de abertura 2;Maio;Junho;Situação Maio para Julho;Julho;Situação Junho para Julho;Agosto;Situação Julho para Agosto;Setembro;Situação Agosto para Setembro;Outubro;Situação Setembro para Outubro;Novembro;Situação Outubro para Novembro;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Alguém recebe auxílio emergencial;-;-;3,4;3,3;-;2,8;-;2,8;-;2,8;-;3,0;-;3,3;-;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Ninguém recebe auxílio emergencial;-;-;3,0;3,0;-;2,9;-;3,1;-;3,0;-;3,1;-;3,0;-;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Alguém recebe auxílio emergencial;-;-;47,2;53,0;Aumento;55,7;Aumento;56,3;Estável;57,1;Estável;56,0;Estável;52,4;Queda;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Ninguém recebe auxílio emergencial;-;-;52,8;47,0;Queda;44,3;Queda;43,7;Estável;42,9;Estável;44,0;Estável;47,6;Aumento;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Alguém recebe auxílio emergencial;-;-;2,5;2,2;-;1,9;-;1,9;-;1,8;-;2,0;-;2,3;-;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Ninguém recebe auxílio emergencial;-;-;2,2;2,5;-;2,4;-;2,5;-;2,4;-;2,5;-;2,5;-;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de seguro desemprego;Total;-;-;  2 075 ;  2 092 ; Estável ;  2 266 ; Aumento ;  2 262 ; Estável ;  2 186 ; Queda ;  2 077 ; Queda ;  1 993 ; Queda ;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de seguro desemprego;Alguém recebe seguro desemprego;-;-;   140 ;   156 ; Estável ;   171 ; Estável ;   158 ; Estável ;   135 ; Queda ;   113 ; Queda ;   80 ; Queda ;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de seguro desemprego;Ninguém recebe seguro desemprego;-;-;  1 935 ;  1 936 ; Estável ;  2 095 ; Aumento ;  2 104 ; Estável ;  2 051 ; Estável ;  1 964 ; Queda ;  1 913 ; Queda ;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Total;-;-;2,1;2,1;-;1,9;-;2,0;-;2,0;-;2,0;-;2,1;-;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Alguém recebe seguro desemprego;-;-;9,0;8,5;-;7,5;-;8,1;-;8,4;-;9,3;-;10,1;-;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Ninguém recebe seguro desemprego;-;-;2,2;2,2;-;2,0;-;2,0;-;2,0;-;2,1;-;2,1;-;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Alguém recebe seguro desemprego;-;-;6,7;7,4;Estável;7,6;Estável;7,0;Estável;6,2;Estável;5,4;Queda;4,0;Queda;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Ninguém recebe seguro desemprego;-;-;93,3;92,6;Estável;92,4;Estável;93,0;Estável;93,8;Estável;94,6;Aumento;96,0;Aumento;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Alguém recebe seguro desemprego;-;-;8,7;8,2;-;7,2;-;7,8;-;8,0;-;8,9;-;9,9;-;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Ninguém recebe seguro desemprego;-;-;0,6;0,7;-;0,6;-;0,6;-;0,5;-;0,5;-;0,4;-;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de Bolsa Família;Total;-;-;  2 075 ;  2 092 ; Estável ;  2 266 ; Aumento ;  2 262 ; Estável ;  2 186 ; Queda ;  2 077 ; Queda ;  1 993 ; Queda ;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de Bolsa Família;Alguém recebe Bolsa Família;-;-;   201 ;   161 ; Queda ;   156 ; Estável ;   135 ; Queda ;   128 ; Estável ;   127 ; Estável ;   135 ; Estável ;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de Bolsa Família;Ninguém recebe Bolsa Família;-;-;  1 874 ;  1 931 ; Estável ;  2 110 ; Aumento ;  2 126 ; Estável ;  2 058 ; Queda ;  1 950 ; Queda ;  1 857 ; Queda ;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Total;-;-;2,1;2,1;-;1,9;-;2,0;-;2,0;-;2,0;-;2,1;-;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Alguém recebe Bolsa Família;-;-;8,7;8,9;-;9,7;-;10,1;-;10,5;-;9,9;-;10,2;-;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Ninguém recebe Bolsa Família;-;-;2,2;2,2;-;2,0;-;2,0;-;2,0;-;2,1;-;2,1;-;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Alguém recebe Bolsa Família;-;-;9,7;7,7;Queda;6,9;Estável;6,0;Queda;5,9;Estável;6,1;Estável;6,8;Aumento;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Ninguém recebe Bolsa Família;-;-;90,3;92,3;Aumento;93,1;Estável;94,0;Aumento;94,1;Estável;93,9;Estável;93,2;Queda;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Alguém recebe Bolsa Família;-;-;8,3;8,5;-;9,3;-;9,9;-;10,2;-;9,5;-;9,7;-;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Ninguém recebe Bolsa Família;-;-;0,9;0,7;-;0,7;-;0,6;-;0,6;-;0,6;-;0,7;-;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de BPC;Total;-;-;  2 075 ;  2 092 ; Estável ;  2 266 ; Aumento ;  2 262 ; Estável ;  2 186 ; Queda ;  2 077 ; Queda ;  1 993 ; Queda ;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de BPC;Alguém recebe BPC;-;-;   61 ;   54 ; Estável ;   57 ; Estável ;   65 ; Estável ;   56 ; Estável ;   56 ; Estável ;   52 ; Estável ;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de BPC;Ninguém recebe BPC;-;-;  2 014 ;  2 038 ; Estável ;  2 209 ; Aumento ;  2 197 ; Estável ;  2 130 ; Queda ;  2 020 ; Queda ;  1 940 ; Queda ;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Total;-;-;2,1;2,1;-;1,9;-;2,0;-;2,0;-;2,0;-;2,1;-;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Alguém recebe BPC;-;-;15,1;13,2;-;11,3;-;11,8;-;11,9;-;13,4;-;12,1;-;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Ninguém recebe BPC;-;-;2,2;2,1;-;2,0;-;2,0;-;2,0;-;2,1;-;2,1;-;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Alguém recebe BPC;-;-;2,9;2,6;Estável;2,5;Estável;2,9;Estável;2,6;Estável;2,7;Estável;2,6;Estável;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Ninguém recebe BPC;-;-;97,1;97,4;Estável;97,5;Estável;97,1;Estável;97,4;Estável;97,3;Estável;97,4;Estável;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Alguém recebe BPC;-;-;14,8;12,9;-;11,1;-;11,6;-;11,8;-;13,2;-;12,0;-;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Ninguém recebe BPC;-;-;0,4;0,3;-;0,3;-;0,3;-;0,3;-;0,4;-;0,3;-;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;-;-;  2 075 ;  2 092 ; Estável ;  2 266 ; Aumento ;  2 262 ; Estável ;  2 186 ; Queda ;  2 077 ; Queda ;  1 993 ; Queda ;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;  1 115 ;  1 240 ; Aumento ;  1 413 ; Aumento ;  1 413 ; Estável ;  1 366 ; Estável ;  1 282 ; Queda ;  1 151 ; Queda ;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;   960 ;   852 ; Queda ;   853 ; Estável ;   849 ; Estável ;   820 ; Estável ;   794 ; Estável ;   842 ; Aumento ;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;-;-;2,1;2,1;-;1,9;-;2,0;-;2,0;-;2,0;-;2,1;-;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;3,2;3,0;-;2,7;-;2,7;-;2,7;-;2,8;-;3,1;-;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;3,2;3,2;-;3,2;-;3,3;-;3,1;-;3,3;-;3,2;-;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;53,7;59,3;Aumento;62,4;Aumento;62,5;Estável;62,5;Estável;61,8;Estável;57,8;Queda;
Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;46,3;40,7;Queda;37,6;Queda;37,5;Estável;37,5;Estável;38,2;Estável;42,2;Aumento;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;2,2;1,9;-;1,7;-;1,7;-;1,6;-;1,8;-;2,0;-;
CV - Distribuição das pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;2,5;2,8;-;2,8;-;2,8;-;2,7;-;2,8;-;2,7;-;
Pessoas não ocupadas que não procuraram trabalho por conta da pandemia ou por falta de trabalho na localidade, mas que gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial;Total;-;-;  1 090 ;  1 060 ; Estável ;  1 214 ; Aumento ;  1 165 ; Estável ;  1 081 ; Queda ;   946 ; Queda ;   882 ; Queda ;
Pessoas não ocupadas que não procuraram trabalho por conta da pandemia ou por falta de trabalho na localidade, mas que gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial;Alguém recebe auxílio emergencial;-;-;   531 ;   586 ; Aumento ;   710 ; Aumento ;   666 ; Queda ;   626 ; Queda ;   529 ; Queda ;   472 ; Queda ;
Pessoas não ocupadas que não procuraram trabalho por conta da pandemia ou por falta de trabalho na localidade, mas que gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial;Ninguém recebe auxílio emergencial;-;-;   558 ;   474 ; Queda ;   504 ; Estável ;   499 ; Estável ;   456 ; Queda ;   417 ; Queda ;   410 ; Estável ;
CV - Pessoas não ocupadas que não procuraram trabalho por conta da pandemia ou por falta de trabalho na localidade, mas que gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Total;-;-;3,1;3,0;-;2,8;-;2,9;-;3,0;-;3,2;-;3,4;-;
CV - Pessoas não ocupadas que não procuraram trabalho por conta da pandemia ou por falta de trabalho na localidade, mas que gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Alguém recebe auxílio emergencial;-;-;4,7;4,4;-;3,7;-;4,1;-;4,1;-;4,5;-;5,0;-;
CV - Pessoas não ocupadas que não procuraram trabalho por conta da pandemia ou por falta de trabalho na localidade, mas que gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Ninguém recebe auxílio emergencial;-;-;4,3;4,4;-;4,2;-;4,2;-;4,4;-;4,5;-;4,8;-;
Distribuição das pessoas não ocupadas que não procuraram trabalho por conta da pandemia ou por falta de trabalho na localidade, mas que gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas não ocupadas que não procuraram trabalho por conta da pandemia ou por falta de trabalho na localidade, mas que gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Alguém recebe auxílio emergencial;-;-;48,8;55,3;Aumento;58,5;Aumento;57,2;Estável;57,8;Estável;55,9;Estável;53,5;Estável;
